Area Code,Area,Item Description,Year,Unit,Value,Flag Code,Flag Description,Value_Missing
58,Ecuador,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,4.8,E,Estimated value,False
58,Ecuador,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,4.6,E,Estimated value,False
58,Ecuador,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,4.6,E,Estimated value,False
58,Ecuador,"Number of people unable to afford a healthy diet (NUA), million",2023,million No,4.7,E,Estimated value,False
58,Ecuador,"Number of people unable to afford a healthy diet (NUA), million",2024,million No,4.8,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), LCU per person per day",2017,LCU/cap/d,13.03,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), LCU per person per day",2018,LCU/cap/d,14.75,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), LCU per person per day",2019,LCU/cap/d,15.82,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), LCU per person per day",2020,LCU/cap/d,15.79,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), LCU per person per day",2021,LCU/cap/d,16.51,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), LCU per person per day",2022,LCU/cap/d,20.35,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), LCU per person per day",2023,LCU/cap/d,33.26,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), LCU per person per day",2024,LCU/cap/d,44.4,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2017,Int$ (PPP) per person per day,3.81,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2018,Int$ (PPP) per person per day,4.02,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2019,Int$ (PPP) per person per day,3.98,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2020,Int$ (PPP) per person per day,3.88,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2021,Int$ (PPP) per person per day,4.01,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2022,Int$ (PPP) per person per day,4.69,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2023,Int$ (PPP) per person per day,5.96,E,Estimated value,False
59,Egypt,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2024,Int$ (PPP) per person per day,6.38,E,Estimated value,False
59,Egypt,"Cost of starchy staples, LCU per person per day",2021,LCU/cap/d,2.82,E,Estimated value,False
59,Egypt,"Cost of starchy staples, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.68,E,Estimated value,False
59,Egypt,"Cost of animal source foods, LCU per person per day",2021,LCU/cap/d,6.78,E,Estimated value,False
59,Egypt,"Cost of animal source foods, PPP dollar per person per day",2021,Int$ (PPP) per person per day,1.65,E,Estimated value,False
59,Egypt,"Cost of legumes, nuts and seeds, LCU per person per day",2021,LCU/cap/d,2.01,E,Estimated value,False
59,Egypt,"Cost of legumes, nuts and seeds, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.49,E,Estimated value,False
59,Egypt,"Cost of vegetables, LCU per person per day",2021,LCU/cap/d,2.14,E,Estimated value,False
59,Egypt,"Cost of vegetables, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.52,E,Estimated value,False
59,Egypt,"Cost of fruits, LCU per person per day",2021,LCU/cap/d,1.73,E,Estimated value,False
59,Egypt,"Cost of fruits, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.42,E,Estimated value,False
59,Egypt,"Cost of oils and fats, LCU per person per day",2021,LCU/cap/d,1.03,E,Estimated value,False
59,Egypt,"Cost of oils and fats, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.25,E,Estimated value,False
59,Egypt,"Prevalence of unaffordability (PUA), percent",2017,%,52.7,E,Estimated value,False
59,Egypt,"Prevalence of unaffordability (PUA), percent",2017,%,53.0,E,Estimated value,False
59,Egypt,"Prevalence of unaffordability (PUA), percent",2018,%,53.9,E,Estimated value,False
59,Egypt,"Prevalence of unaffordability (PUA), percent",2018,%,54.2,E,Estimated value,False
59,Egypt,"Prevalence of unaffordability (PUA), percent",2019,%,49.1,E,Estimated value,False
59,Egypt,"Prevalence of unaffordability (PUA), percent",2019,%,49.4,E,Estimated value,False
59,Egypt,"Prevalence of unaffordability (PUA), percent",2020,%,44.6,E,Estimated value,False
59,Egypt,"Prevalence of unaffordability (PUA), percent",2020,%,44.9,E,Estimated value,False
59,Egypt,"Prevalence of unaffordability (PUA), percent",2021,%,42.0,E,Estimated value,False
59,Egypt,"Prevalence of unaffordability (PUA), percent",2021,%,42.3,E,Estimated value,False
59,Egypt,"Prevalence of unaffordability (PUA), percent",2022,%,44.0,E,Estimated value,False
59,Egypt,"Prevalence of unaffordability (PUA), percent",2022,%,44.4,E,Estimated value,False
59,Egypt,"Prevalence of unaffordability (PUA), percent",2023,%,55.2,E,Estimated value,False
59,Egypt,"Prevalence of unaffordability (PUA), percent",2024,%,56.8,E,Estimated value,False
59,Egypt,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,54.6,E,Estimated value,False
59,Egypt,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,54.9,E,Estimated value,False
59,Egypt,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,56.9,E,Estimated value,False
59,Egypt,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,57.3,E,Estimated value,False
59,Egypt,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,52.8,E,Estimated value,False
59,Egypt,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,53.1,E,Estimated value,False
59,Egypt,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,48.8,E,Estimated value,False
59,Egypt,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,49.1,E,Estimated value,False
59,Egypt,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,46.6,E,Estimated value,False
59,Egypt,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,47.0,E,Estimated value,False
59,Egypt,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,49.6,E,Estimated value,False
59,Egypt,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,50.0,E,Estimated value,False
59,Egypt,"Number of people unable to afford a healthy diet (NUA), million",2023,million No,63.3,E,Estimated value,False
59,Egypt,"Number of people unable to afford a healthy diet (NUA), million",2024,million No,66.2,E,Estimated value,False
60,El Salvador,"Prevalence of unaffordability (PUA), percent",2017,%,,O,Missing value,True
60,El Salvador,"Prevalence of unaffordability (PUA), percent",2018,%,,O,Missing value,True
60,El Salvador,"Prevalence of unaffordability (PUA), percent",2019,%,,O,Missing value,True
60,El Salvador,"Prevalence of unaffordability (PUA), percent",2020,%,,O,Missing value,True
60,El Salvador,"Prevalence of unaffordability (PUA), percent",2021,%,,O,Missing value,True
60,El Salvador,"Prevalence of unaffordability (PUA), percent",2022,%,,O,Missing value,True
60,El Salvador,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,,O,Missing value,True
60,El Salvador,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,,O,Missing value,True
60,El Salvador,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,,O,Missing value,True
60,El Salvador,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,,O,Missing value,True
60,El Salvador,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,,O,Missing value,True
60,El Salvador,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,,O,Missing value,True
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), LCU per person per day",2017,LCU/cap/d,1118.33,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), LCU per person per day",2018,LCU/cap/d,1125.11,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), LCU per person per day",2019,LCU/cap/d,1133.96,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), LCU per person per day",2020,LCU/cap/d,1186.9,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), LCU per person per day",2021,LCU/cap/d,1172.34,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), LCU per person per day",2022,LCU/cap/d,1237.62,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), LCU per person per day",2023,LCU/cap/d,1269.39,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), LCU per person per day",2024,LCU/cap/d,1319.27,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2017,Int$ (PPP) per person per day,3.7,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2018,Int$ (PPP) per person per day,3.77,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2019,Int$ (PPP) per person per day,3.81,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2020,Int$ (PPP) per person per day,3.93,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2021,Int$ (PPP) per person per day,4.07,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2022,Int$ (PPP) per person per day,4.43,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2023,Int$ (PPP) per person per day,4.62,E,Estimated value,False
61,Equatorial Guinea,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2024,Int$ (PPP) per person per day,4.79,E,Estimated value,False
61,Equatorial Guinea,"Cost of starchy staples, LCU per person per day",2021,LCU/cap/d,265.75,E,Estimated value,False
61,Equatorial Guinea,"Cost of starchy staples, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.92,E,Estimated value,False
61,Equatorial Guinea,"Cost of animal source foods, LCU per person per day",2021,LCU/cap/d,328.19,E,Estimated value,False
61,Equatorial Guinea,"Cost of animal source foods, PPP dollar per person per day",2021,Int$ (PPP) per person per day,1.14,E,Estimated value,False
61,Equatorial Guinea,"Cost of legumes, nuts and seeds, LCU per person per day",2021,LCU/cap/d,103.34,E,Estimated value,False
61,Equatorial Guinea,"Cost of legumes, nuts and seeds, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.36,E,Estimated value,False
61,Equatorial Guinea,"Cost of vegetables, LCU per person per day",2021,LCU/cap/d,311.93,E,Estimated value,False
61,Equatorial Guinea,"Cost of vegetables, PPP dollar per person per day",2021,Int$ (PPP) per person per day,1.08,E,Estimated value,False
61,Equatorial Guinea,"Cost of fruits, LCU per person per day",2021,LCU/cap/d,108.87,E,Estimated value,False
61,Equatorial Guinea,"Cost of fruits, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.38,E,Estimated value,False
61,Equatorial Guinea,"Cost of oils and fats, LCU per person per day",2021,LCU/cap/d,54.25,E,Estimated value,False
61,Equatorial Guinea,"Cost of oils and fats, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.19,E,Estimated value,False
61,Equatorial Guinea,"Prevalence of unaffordability (PUA), percent",2017,%,,O,Missing value,True
61,Equatorial Guinea,"Prevalence of unaffordability (PUA), percent",2017,%,,O,Missing value,True
61,Equatorial Guinea,"Prevalence of unaffordability (PUA), percent",2018,%,,O,Missing value,True
61,Equatorial Guinea,"Prevalence of unaffordability (PUA), percent",2018,%,,O,Missing value,True
61,Equatorial Guinea,"Prevalence of unaffordability (PUA), percent",2019,%,,O,Missing value,True
61,Equatorial Guinea,"Prevalence of unaffordability (PUA), percent",2019,%,,O,Missing value,True
61,Equatorial Guinea,"Prevalence of unaffordability (PUA), percent",2020,%,,O,Missing value,True
61,Equatorial Guinea,"Prevalence of unaffordability (PUA), percent",2020,%,,O,Missing value,True
61,Equatorial Guinea,"Prevalence of unaffordability (PUA), percent",2021,%,,O,Missing value,True
61,Equatorial Guinea,"Prevalence of unaffordability (PUA), percent",2021,%,,O,Missing value,True
61,Equatorial Guinea,"Prevalence of unaffordability (PUA), percent",2022,%,,O,Missing value,True
61,Equatorial Guinea,"Prevalence of unaffordability (PUA), percent",2022,%,,O,Missing value,True
61,Equatorial Guinea,"Prevalence of unaffordability (PUA), percent",2023,%,,O,Missing value,True
61,Equatorial Guinea,"Prevalence of unaffordability (PUA), percent",2024,%,,O,Missing value,True
61,Equatorial Guinea,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,,O,Missing value,True
61,Equatorial Guinea,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,,O,Missing value,True
61,Equatorial Guinea,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,,O,Missing value,True
61,Equatorial Guinea,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,,O,Missing value,True
61,Equatorial Guinea,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,,O,Missing value,True
61,Equatorial Guinea,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,,O,Missing value,True
61,Equatorial Guinea,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,,O,Missing value,True
61,Equatorial Guinea,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,,O,Missing value,True
61,Equatorial Guinea,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,,O,Missing value,True
61,Equatorial Guinea,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,,O,Missing value,True
61,Equatorial Guinea,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,,O,Missing value,True
61,Equatorial Guinea,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,,O,Missing value,True
61,Equatorial Guinea,"Number of people unable to afford a healthy diet (NUA), million",2023,million No,,O,Missing value,True
61,Equatorial Guinea,"Number of people unable to afford a healthy diet (NUA), million",2024,million No,,O,Missing value,True
178,Eritrea,"Prevalence of unaffordability (PUA), percent",2017,%,,O,Missing value,True
178,Eritrea,"Prevalence of unaffordability (PUA), percent",2018,%,,O,Missing value,True
178,Eritrea,"Prevalence of unaffordability (PUA), percent",2019,%,,O,Missing value,True
178,Eritrea,"Prevalence of unaffordability (PUA), percent",2020,%,,O,Missing value,True
178,Eritrea,"Prevalence of unaffordability (PUA), percent",2021,%,,O,Missing value,True
178,Eritrea,"Prevalence of unaffordability (PUA), percent",2022,%,,O,Missing value,True
178,Eritrea,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,,O,Missing value,True
178,Eritrea,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,,O,Missing value,True
178,Eritrea,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,,O,Missing value,True
178,Eritrea,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,,O,Missing value,True
178,Eritrea,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,,O,Missing value,True
178,Eritrea,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,,O,Missing value,True
63,Estonia,"Cost of a healthy diet (CoHD), LCU per person per day",2017,LCU/cap/d,1.91,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), LCU per person per day",2018,LCU/cap/d,1.96,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), LCU per person per day",2019,LCU/cap/d,2.02,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), LCU per person per day",2020,LCU/cap/d,2.07,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), LCU per person per day",2021,LCU/cap/d,2.11,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), LCU per person per day",2022,LCU/cap/d,2.52,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), LCU per person per day",2023,LCU/cap/d,2.92,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), LCU per person per day",2024,LCU/cap/d,3.02,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2017,Int$ (PPP) per person per day,3.14,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2018,Int$ (PPP) per person per day,3.21,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2019,Int$ (PPP) per person per day,3.35,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2020,Int$ (PPP) per person per day,3.43,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2021,Int$ (PPP) per person per day,3.34,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2022,Int$ (PPP) per person per day,3.76,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2023,Int$ (PPP) per person per day,4.21,E,Estimated value,False
63,Estonia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2024,Int$ (PPP) per person per day,4.32,E,Estimated value,False
63,Estonia,"Cost of starchy staples, LCU per person per day",2021,LCU/cap/d,0.22,E,Estimated value,False
63,Estonia,"Cost of starchy staples, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.35,E,Estimated value,False
63,Estonia,"Cost of animal source foods, LCU per person per day",2021,LCU/cap/d,0.47,E,Estimated value,False
63,Estonia,"Cost of animal source foods, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.74,E,Estimated value,False
63,Estonia,"Cost of legumes, nuts and seeds, LCU per person per day",2021,LCU/cap/d,0.45,E,Estimated value,False
63,Estonia,"Cost of legumes, nuts and seeds, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.71,E,Estimated value,False
63,Estonia,"Cost of vegetables, LCU per person per day",2021,LCU/cap/d,0.51,E,Estimated value,False
63,Estonia,"Cost of vegetables, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.81,E,Estimated value,False
63,Estonia,"Cost of fruits, LCU per person per day",2021,LCU/cap/d,0.4,E,Estimated value,False
63,Estonia,"Cost of fruits, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.64,E,Estimated value,False
63,Estonia,"Cost of oils and fats, LCU per person per day",2021,LCU/cap/d,0.05,E,Estimated value,False
63,Estonia,"Cost of oils and fats, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.08,E,Estimated value,False
63,Estonia,"Prevalence of unaffordability (PUA), percent",2017,%,10.9,E,Estimated value,False
63,Estonia,"Prevalence of unaffordability (PUA), percent",2017,%,10.9,E,Estimated value,False
63,Estonia,"Prevalence of unaffordability (PUA), percent",2018,%,9.5,E,Estimated value,False
63,Estonia,"Prevalence of unaffordability (PUA), percent",2018,%,9.5,E,Estimated value,False
63,Estonia,"Prevalence of unaffordability (PUA), percent",2019,%,8.2,E,Estimated value,False
63,Estonia,"Prevalence of unaffordability (PUA), percent",2019,%,8.2,E,Estimated value,False
63,Estonia,"Prevalence of unaffordability (PUA), percent",2020,%,7.4,E,Estimated value,False
63,Estonia,"Prevalence of unaffordability (PUA), percent",2020,%,7.5,E,Estimated value,False
63,Estonia,"Prevalence of unaffordability (PUA), percent",2021,%,5.2,E,Estimated value,False
63,Estonia,"Prevalence of unaffordability (PUA), percent",2021,%,5.1,E,Estimated value,False
63,Estonia,"Prevalence of unaffordability (PUA), percent",2022,%,5.0,E,Estimated value,False
63,Estonia,"Prevalence of unaffordability (PUA), percent",2022,%,5.1,E,Estimated value,False
63,Estonia,"Prevalence of unaffordability (PUA), percent",2023,%,5.4,E,Estimated value,False
63,Estonia,"Prevalence of unaffordability (PUA), percent",2024,%,5.2,E,Estimated value,False
63,Estonia,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,0.1,E,Estimated value,False
63,Estonia,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,0.1,E,Estimated value,False
63,Estonia,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,0.1,E,Estimated value,False
63,Estonia,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,0.1,E,Estimated value,False
63,Estonia,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,0.1,E,Estimated value,False
63,Estonia,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,0.1,E,Estimated value,False
63,Estonia,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,0.1,E,Estimated value,False
63,Estonia,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,0.1,E,Estimated value,False
63,Estonia,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,0.1,E,Estimated value,False
63,Estonia,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,0.1,E,Estimated value,False
63,Estonia,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,0.1,E,Estimated value,False
63,Estonia,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,0.1,E,Estimated value,False
63,Estonia,"Number of people unable to afford a healthy diet (NUA), million",2023,million No,0.1,E,Estimated value,False
63,Estonia,"Number of people unable to afford a healthy diet (NUA), million",2024,million No,0.1,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), LCU per person per day",2017,LCU/cap/d,20.58,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), LCU per person per day",2018,LCU/cap/d,20.58,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), LCU per person per day",2019,LCU/cap/d,21.02,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), LCU per person per day",2020,LCU/cap/d,21.85,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), LCU per person per day",2021,LCU/cap/d,22.4,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), LCU per person per day",2022,LCU/cap/d,22.97,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), LCU per person per day",2023,LCU/cap/d,23.54,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), LCU per person per day",2024,LCU/cap/d,24.11,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2017,Int$ (PPP) per person per day,3.36,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2018,Int$ (PPP) per person per day,3.31,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2019,Int$ (PPP) per person per day,3.33,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2020,Int$ (PPP) per person per day,3.41,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2021,Int$ (PPP) per person per day,3.62,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2022,Int$ (PPP) per person per day,3.96,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2023,Int$ (PPP) per person per day,4.09,E,Estimated value,False
209,Eswatini,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2024,Int$ (PPP) per person per day,4.21,E,Estimated value,False
209,Eswatini,"Cost of starchy staples, LCU per person per day",2021,LCU/cap/d,3.43,E,Estimated value,False
209,Eswatini,"Cost of starchy staples, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.55,E,Estimated value,False
209,Eswatini,"Cost of animal source foods, LCU per person per day",2021,LCU/cap/d,8.15,E,Estimated value,False
209,Eswatini,"Cost of animal source foods, PPP dollar per person per day",2021,Int$ (PPP) per person per day,1.32,E,Estimated value,False
209,Eswatini,"Cost of legumes, nuts and seeds, LCU per person per day",2021,LCU/cap/d,2.16,E,Estimated value,False
209,Eswatini,"Cost of legumes, nuts and seeds, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.35,E,Estimated value,False
209,Eswatini,"Cost of vegetables, LCU per person per day",2021,LCU/cap/d,5.1,E,Estimated value,False
209,Eswatini,"Cost of vegetables, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.82,E,Estimated value,False
209,Eswatini,"Cost of fruits, LCU per person per day",2021,LCU/cap/d,2.0,E,Estimated value,False
209,Eswatini,"Cost of fruits, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.32,E,Estimated value,False
209,Eswatini,"Cost of oils and fats, LCU per person per day",2021,LCU/cap/d,1.57,E,Estimated value,False
209,Eswatini,"Cost of oils and fats, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.25,E,Estimated value,False
209,Eswatini,"Prevalence of unaffordability (PUA), percent",2017,%,68.9,E,Estimated value,False
209,Eswatini,"Prevalence of unaffordability (PUA), percent",2017,%,68.9,E,Estimated value,False
209,Eswatini,"Prevalence of unaffordability (PUA), percent",2018,%,67.6,E,Estimated value,False
209,Eswatini,"Prevalence of unaffordability (PUA), percent",2018,%,67.6,E,Estimated value,False
209,Eswatini,"Prevalence of unaffordability (PUA), percent",2019,%,67.0,E,Estimated value,False
209,Eswatini,"Prevalence of unaffordability (PUA), percent",2019,%,67.0,E,Estimated value,False
209,Eswatini,"Prevalence of unaffordability (PUA), percent",2020,%,67.7,E,Estimated value,False
209,Eswatini,"Prevalence of unaffordability (PUA), percent",2020,%,67.5,E,Estimated value,False
209,Eswatini,"Prevalence of unaffordability (PUA), percent",2021,%,65.3,E,Estimated value,False
209,Eswatini,"Prevalence of unaffordability (PUA), percent",2021,%,65.1,E,Estimated value,False
209,Eswatini,"Prevalence of unaffordability (PUA), percent",2022,%,65.1,E,Estimated value,False
209,Eswatini,"Prevalence of unaffordability (PUA), percent",2022,%,65.0,E,Estimated value,False
209,Eswatini,"Prevalence of unaffordability (PUA), percent",2023,%,64.7,E,Estimated value,False
209,Eswatini,"Prevalence of unaffordability (PUA), percent",2024,%,63.8,E,Estimated value,False
209,Eswatini,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,0.8,E,Estimated value,False
209,Eswatini,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,0.8,E,Estimated value,False
209,Eswatini,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,0.8,E,Estimated value,False
209,Eswatini,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,0.8,E,Estimated value,False
209,Eswatini,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,0.8,E,Estimated value,False
209,Eswatini,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,0.8,E,Estimated value,False
209,Eswatini,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,0.8,E,Estimated value,False
209,Eswatini,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,0.8,E,Estimated value,False
209,Eswatini,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,0.8,E,Estimated value,False
209,Eswatini,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,0.8,E,Estimated value,False
209,Eswatini,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,0.8,E,Estimated value,False
209,Eswatini,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,0.8,E,Estimated value,False
209,Eswatini,"Number of people unable to afford a healthy diet (NUA), million",2023,million No,0.8,E,Estimated value,False
209,Eswatini,"Number of people unable to afford a healthy diet (NUA), million",2024,million No,0.8,E,Estimated value,False
238,Ethiopia,"Cost of a healthy diet (CoHD), LCU per person per day",2017,LCU/cap/d,24.16,E,Estimated value,False
238,Ethiopia,"Cost of a healthy diet (CoHD), LCU per person per day",2018,LCU/cap/d,27.2,E,Estimated value,False
238,Ethiopia,"Cost of a healthy diet (CoHD), LCU per person per day",2019,LCU/cap/d,32.28,E,Estimated value,False
238,Ethiopia,"Cost of a healthy diet (CoHD), LCU per person per day",2020,LCU/cap/d,39.75,E,Estimated value,False
238,Ethiopia,"Cost of a healthy diet (CoHD), LCU per person per day",2021,LCU/cap/d,52.1,E,Estimated value,False
